% Combined data for Waterradiance	pure water absorption, salinity and temperature coefficient	related uncertainties		
% see relevant ATBD for more details!
% R. Rˆttgers, HZG
%Wavelength 	a (m-1), 20degreeC, 0 PSU	PsiS (m-1 PSU-1)	PsiT (m-1 degreeC-1)	sigma a (m-1)	sigmaPsiS  (m-1 PSU-1)	sigmaPsiT (m-1 degreeC-1)
1868	1875.529255	-1.004546667	7.964505	122.925196	0.023966	0.044187
1870	2043.432444	-1.142702667	8.986597	109.639077	0.033235	0.033402
1872	2248.958874	-1.315397667	10.33653	152.432031	0.033235	0.044187
1874	2501.731903	-1.514956333	11.937165	167.184933	0.026588	0.033402
1876	2821.258801	-1.718352667	13.749932	222.730813	0.033235	0.044187
1878	3170.945859	-1.933262	15.774831	257.546409	0.041511	0.044187
1880	3542.053958	-2.194223333	18.07936	314.40652	0.037009	0.076534
1882	3999.015156	-2.459022333	20.653875	308.507329	0.047932	0.076534
1884	4507.963899	-2.766035667	23.565873	296.010036	0.054408	0.088374
1886	5036.240519	-3.122938667	26.690004	346.938142	0.065466	0.109516
1888	5682.008946	-3.441465	30.016624	371.11213	0.071899	0.109516
1890	6335.664013	-3.767666667	33.391457	343.934637	0.074018	0.116908
1892	6995.903595	-4.040141	37.638925	318.816055	0.083021	0.100207
1894	7712.966837	-4.174459333	42.734922	333.935165	0.078367	0.196903
1896	8371.928012	-4.182134667	45.955476	294.137998	0.065466	0.213225
1898	9078.05363	-4.067004667	48.616773	290.450041	0.053176	0.213225
1900	9729.760009	-3.583458667	50.622387	274.555005	0.120932	0.229602
1902	10349.6632	-3.111425667	52.300161	282.937918	0.065466	0.252181
1904	10854.8847	-2.508912	53.22583	304.090949	0.080591	0.252181
1906	11331.07436	-1.768242333	53.380108	296.820995	0.086411	0.246022
1908	11731.42631	-1.096650667	51.967499	243.540295	0.086411	0.033402
1910	12061.67948	-0.540189	50.487394	225.261078	0.086921	0.050103
1912	12371.48848	-0.052805333	48.081621	275.994242	0.074908	0.076534
1914	12652.58464	0.419227667	45.511927	295.426904	0.063409	0.088374
1916	12856.39079	0.745429333	42.011743	274.648796	0.063409	0.033402
1918	13012.83967	1.102332333	37.90409	248.537231	0.063409	0.016701
1920	13115.9081	1.290378	33.343245	222.892977	0.069078	0.016701
1922	13237.73718	1.474586	28.483486	241.463574	0.057565	0.044187
1924	13334.64223	1.597391333	23.546588	265.327243	0.046529	0.057854
1926	13377.94215	1.716359	18.387916	279.697207	0.046052	0.044187
1928	13401.53939	1.850677333	13.846356	296.410122	0.093768	0.016701
1930	13432.98049	1.843002	9.12159	345.244346	0.059823	0.016701
1932	13437.07151	2.038723	4.772877	389.043103	0.129745	0.016701
1934	13417.04217	2.111638667	0.723078	449.607344	0.126817	0.016701
1936	13381.15215	2.14234	-2.99888	505.067471	0.023026	0.016701
1938	13300.71483	2.261307667	-6.373712	536.357574	0.028974	0.016701
1940	13173.424	2.361087	-9.420704	542.634829	0.019941	0.016701
1942	13040.87595	2.437840333	-12.139855	549.325507	0.017586	0.016701
1944	12882.90166	2.549132667	-14.47331	558.264226	0.035173	0.016701
1946	12719.32568	2.629723667	-16.604276	571.957912	0.017586	0.028927
1948	12545.29239	2.691126333	-18.474897	564.449146	0.026588	0.033402
1950	12357.70194	2.725665333	-20.143029	574.361175	0.017586	0.016701
1952	12145.916	2.744853667	-21.676167	567.514595	0.017586	0.016701
1954	11913.41011	2.744853667	-23.035742	545.887976	0.017586	0.016701
1956	11692.71822	2.714152333	-24.212113	517.87153	0.023966	0.028927
1958	11474.01528	2.668100333	-25.253489	518.034973	0.013294	0.028927
1960	11280.62309	2.610535333	-26.169515	536.634297	0.017586	0.033402
1962	11084.9387	2.491567667	-26.921621	555.08424	0.023966	0.033402
1964	10888.90037	2.364924667	-27.615872	567.272562	0.040432	0.016701
1966	10681.43599	2.219093333	-28.184773	550.415811	0.023966	0.016701
1968	10454.6846	2.023372333	-28.676534	541.160731	0.028974	0.044187
1970	10259.37985	1.812300667	-29.702965	547.208449	0.028974	1.906269
1972	10053.09567	1.608904333	-29.34234	555.30129	0.023966	2.10427
1974	9835.63282	1.382482	-30.017307	542.594135	0.023026	1.913525
1976	9623.191109	1.125358333	-30.024056	531.592608	0.035173	1.385431
1978	9417.674784	0.868234667	-30.356959	528.185834	0.028974	1.823716
1980	9214.234658	0.595760333	-30.332853	519.134967	0.023966	1.33505
1982	9024.325124	0.304097667	-30.52546	494.732191	0.028974	1.072671
1984	8832.301632	0.016272667	-30.520639	495.516042	0.028974	0.577626
1986	8649.311005	-0.237013333	-30.57777	497.526921	0.017586	0.204424
1988	8460.424062	-0.50565	-30.407341	483.991753	0.023026	0.738004
1990	8264.930739	-0.789637333	-30.437714	471.107906	0.023966	0.489577
1992	8092.80201	-1.058274	-30.388779	464.612849	0.023026	0.286946
1994	7940.927906	-1.307722333	-30.212565	475.218348	0.028974	0.384982
1996	7778.021617	-1.561008333	-30.039725	471.396771	0.028974	0.335874
1998	7614.165018	-1.795106	-29.891956	461.151429	0.030461	0.38818
2000	7444.263993	-2.017690667	-29.539045	451.112722	0.023966	0.39172
2002	7285.936321	-2.213411667	-29.383079	439.716012	0.023966	0.282348
2004	7114.855107	-2.416808	-29.128761	418.580217	0.030461	0.212539
2006	6972.989515	-2.589503	-28.788626	418.990858	0.019941	0.170394
2008	6843.464944	-2.777548667	-28.532139	420.501754	0.054408	0.190093
2010	6719.852032	-2.919542333	-28.210084	424.239784	0.028974	0.247022
2012	6579.395094	-3.061536	-27.894537	411.737166	0.023026	0.168171
2014	6440.888496	-3.168990667	-27.546688	400.465812	0.023966	0.214141
2016	6304.39838	-3.272607667	-27.195706	388.988393	0.023966	0.16616
2018	6180.96159	-3.376224667	-26.807118	378.780167	0.023966	0.099683
2020	6071.523511	-3.456815667	-26.428413	381.506087	0.023966	0.094195
2022	5942.756068	-3.510543	-26.024398	380.017378	0.030461	0.117754
2024	5840.681422	-3.548919667	-25.610016	383.183621	0.023966	0.089502
2026	5742.495522	-3.606484667	-25.184788	390.664099	0.023966	0.093132
2028	5634.260362	-3.637186	-24.739551	382.256904	0.023026	0.099533
2030	5523.581073	-3.633348333	-24.304679	371.984838	0.017586	0.111128
2032	5427.424332	-3.652536667	-23.876799	372.343583	0.017586	0.096197
2034	5325.576359	-3.660212	-23.409143	362.513612	0.023026	0.113636
2036	5217.065803	-3.637186	-22.938113	360.279471	0.023026	0.096257
2038	5133.130691	-3.625673	-22.490948	367.316319	0.023026	0.067277
2040	5058.346894	-3.617997667	-22.025944	383.658725	0.026588	0.101124
2042	4969.262988	-3.564270333	-21.546477	378.010356	0.026588	0.070021
2044	4893.063242	-3.541244333	-21.089428	383.75602	0.017586	0.081069
2046	4818.312518	-3.502867667	-20.617675	404.724094	0.017586	0.088242
2048	4747.691478	-3.476004	-20.144234	415.417632	0.023026	0.077033
2050	4660.69597	-3.426114333	-19.66549	402.794012	0.017586	0.047788
2052	4578.726797	-3.376224667	-19.202174	395.854955	0.017586	0.072562
2054	4313.869066	-3.318659667	-18.723912	340.705571	0.017586	0.082148
2056	4234.912747	-3.284120667	-18.250712	328.572474	0.017586	0.046618
2058	4157.063294	-3.226555667	-17.787396	316.166243	0.017586	0.060201
2060	4082.402842	-3.157477667	-17.327213	304.418927	0.026588	0.051911
2062	4002.279569	-3.111425667	-16.865343	300.397207	0.017586	0.057653
2064	3928.912706	-3.061536	-16.42083	286.820479	0.011513	0.057576
2066	3856.036869	-3.000133333	-15.959683	272.549337	0.017586	0.063846
2068	3786.688113	-2.934893	-15.524329	274.373256	0.019941	0.059809
2070	3724.812442	-2.881165667	-15.088494	266.738273	0.017586	0.04087
2072	3662.282925	-2.827438333	-14.656756	260.027969	0.013294	0.041843
2074	3596.576485	-2.754522667	-14.228876	257.810513	0.017586	0.035373
2076	3539.551919	-2.700795333	-13.832092	250.247803	0.013294	0.042548
2078	3482.989486	-2.643230333	-13.413854	245.764569	0.013294	0.043956
2080	3424.242437	-2.585665333	-12.998749	244.370848	0.013294	0.030549
2082	3368.703081	-2.524262667	-12.619563	238.440764	0.017586	0.022814
2084	3316.539856	-2.451347	-12.241823	230.660204	0.019941	0.022198
2086	3261.580347	-2.420645667	-11.835397	232.264641	0.017586	0.022198
2088	3211.922548	-2.363080667	-11.462236	226.371329	0.017586	0.015582
2090	3158.683125	-2.294002667	-11.092451	225.543198	0.017586	0.022198
2092	3110.726181	-2.236437667	-10.747254	217.244515	0.017586	0.028311
2094	3060.08126	-2.186548	-10.388317	218.03435	0.019941	0.036557
2096	3014.482586	-2.125145333	-10.026004	211.965986	0.013294	0.035941
2098	2968.280066	-2.063742667	-9.688762	206.751589	0.017586	0.045712
2100	2920.292931	-2.010015333	-9.355136	204.06102	0.013294	0.053631
2102	2877.885931	-1.963963333	-9.035491	200.434774	0.013294	0.059482
2104	2834.98907	-1.902560667	-8.710543	202.138515	0.017586	0.058493
2106	2796.672917	-1.837320333	-8.406567	197.364155	0.013294	0.062179
2108	2755.663602	-1.787430667	-8.123563	196.398502	0.017586	0.054869
2110	2718.80522	-1.745216333	-7.820069	190.480192	0.013294	0.047946
2112	2681.325493	-1.683813667	-7.528387	190.640614	0.017586	0.05516
2114	2647.959807	-1.618573333	-7.251892	184.982902	0.013294	0.049473
2116	2613.09809	-1.568683667	-6.979736	181.440899	0.017586	0.064671
2118	2579.180328	-1.534144667	-6.69866	176.56394	0.017586	0.047518
2120	2545.637692	-1.468904333	-6.438316	177.395686	0.013294	0.05093
2122	2513.09044	-1.419014667	-6.204971	179.493695	0.017586	0.053631
2124	2483.573956	-1.369125	-5.949689	177.305549	0.011513	0.046534
2126	2452.930549	-1.338423667	-5.682836	176.711113	0.017586	0.050863
2128	2425.613565	-1.277021	-5.434545	172.28611	0.011513	0.053338
2130	2397.935482	-1.230969	-5.209877	173.322768	0.011513	0.053979
2132	2372.602637	-1.19643	-4.976291	171.042759	0.011513	0.052502
2134	2346.851538	-1.161891	-4.72824	169.35425	0.011513	0.052731
2136	2320.757582	-1.112001333	-4.512251	168.150614	0.017586	0.042781
2138	2298.869646	-1.062111667	-4.314823	163.361593	0.017586	0.040421
2140	2275.911648	-1.027572667	-4.087986	161.661083	0.017586	0.042781
2142	2253.06	-0.985358333	-3.864765	159.810173	0.017586	0.067631
2144	2232.340098	-0.950819333	-3.685658	154.944519	0.017586	0.058245
2146	2209.891703	-0.904767333	-3.504622	152.927606	0.017586	0.03443
2148	2192.235276	-0.874066	-3.303097	151.815207	0.011513	0.050103
2150	2173.82647	-0.843364667	-3.10591	151.766835	0.006647	0.039595
2152	2155.774409	-0.790048705	-2.924633	151.213949	0.010025	0.043391
2154	2138.442189	-0.759260635	-2.752999	149.643053	0.009778	0.047518
2156	2122.450699	-0.729390483	-2.594141	148.375561	0.008159	0.039165
2158	2107.406613	-0.702356613	-2.428292	149.067462	0.009516	0.041402
2160	2092.750622	-0.674533808	-2.254488	149.210512	0.009909	0.052129
2162	2080.021774	-0.645782589	-2.105995	146.628171	0.007832	0.031245
2164	2066.224355	-0.621901252	-1.954369	145.557019	0.009825	0.044509
2166	2054.000508	-0.600629312	-1.800091	143.841952	0.010201	0.044281
2168	2042.195578	-0.573321304	-1.656179	142.0616	0.009856	0.044572
2170	2031.214456	-0.551074859	-1.530828	139.116205	0.010028	0.033402
2172	2019.810319	-0.530052999	-1.391254	136.769045	0.009832	0.03573
2174	2008.365421	-0.512495226	-1.236976	134.838788	0.010072	0.041402
2176	1999.842414	-0.492283387	-1.105599	135.60225	0.008776	0.038459
2178	1991.602263	-0.475003938	-0.992542	135.965692	0.00798	0.05154
2180	1981.750684	-0.455998488	-0.897323	138.608039	0.008193	0.063846
2182	1972.639105	-0.444690402	-0.754857	140.203867	0.010099	0.040421
2184	1964.695278	-0.429598257	-0.569724	140.20474	0.010282	0.05627
2186	1955.813929	-0.415071006	-0.457872	141.663288	0.008526	0.041843
2188	1948.3775	-0.397590441	-0.365546	141.078409	0.010418	0.076191
2190	1941.4425	-0.389586135	-0.278765	139.784404	0.010571	0.039595
2192	1934.9175	-0.379214659	-0.180654	137.910571	0.010279	0.046795
2194	1932.229583	-0.364866583	-0.116291	134.010288	0.008551	0.033402
2196	1930.129306	-0.354942488	-0.055544	132.678963	0.010765	0.027023
2198	1927.832917	-0.348675197	0.001828	131.624981	0.010674	0.034757
2200	1925.717798	-0.344263409	0.065227	130.314645	0.01092	0.02655
2202	1923.83125	-0.336238527	0.114885	128.68106	0.010851	0.039165
2204	1923.301429	-0.330410171	0.174909	126.34786	0.009933	0.048894
2206	1922.216327	-0.316874667	0.252771	125.322411	0.01305	0.040421
2208	1920.511224	-0.323572014	0.339553	125.173774	0.009379	0.038168
2210	1918.186122	-0.317284887	0.442244	125.90195	0.01199	0.048772
2212	1916.59602	-0.315250783	0.540114	125.590678	0.01137	0.044281
2214	1917.680408	-0.312203651	0.642082	125.413036	0.013705	0.049892
2216	1920.165918	-0.312610207	0.7508	124.232889	0.011832	0.046518
2218	1922.821429	-0.315265889	0.85542	122.812326	0.010427	0.039165
2220	1924.221224	-0.314200941	0.955219	123.167611	0.011873	0.039165
2222	1925.152449	-0.310662475	1.05574	124.185556	0.011941	0.045708
2224	1929.582273	-0.315747511	1.152646	124.53886	0.012258	0.025052
2226	1934.520354	-0.321119426	1.256543	124.649283	0.012555	0.033052
2228	1939.338434	-0.322140639	1.336093	124.929412	0.010838	0.03573
2230	1944.636515	-0.325793342	1.413714	124.530718	0.012103	0.050622
2232	1948.804596	-0.328090765	1.491094	125.730085	0.014343	0.052731
2234	1954.596683	-0.338158516	1.555457	127.401809	0.013311	0.046534
2236	1960.825297	-0.34261866	1.628016	128.60193	0.014245	0.04475
2238	1968.808911	-0.346012895	1.68129	127.320107	0.010612	0.052502
2240	1976.817525	-0.352797422	1.74276	126.002928	0.011099	0.050863
2242	1985.209775	-0.363036289	1.793141	124.143205	0.012572	0.038168
2244	1994.913564	-0.37381925	1.853888	123.140616	0.013705	0.038168
2246	2005.017525	-0.383515151	1.893181	121.873424	0.013729	0.050863
2248	2014.771485	-0.389522529	1.938018	121.101208	0.01306	0.049892
2250	2024.815446	-0.401424298	1.995149	119.918869	0.014042	0.032071
2252	2035.15486	-0.41099021	2.053003	118.318695	0.014792	0.036159
2254	2049.447525	-0.422835832	2.099769	117.616641	0.010737	0.038168
2256	2063.720495	-0.435660409	2.151356	118.087533	0.010802	0.044281
2258	2076.186193	-0.449252016	2.197398	121.114293	0.012657	0.039595
2260	2090.391436	-0.470006973	2.241271	121.680965	0.013827	0.033402
2262	2105.628497	-0.48206305	2.296956	120.788426	0.009594	0.038168
2264	2122.309709	-0.492008311	2.356738	119.797619	0.01069	0.036159
2266	2138.721845	-0.507901925	2.403986	119.67336	0.013118	0.044509
2268	2155.478981	-0.52339828	2.450511	119.061198	0.014969	0.0531
2270	2171.601117	-0.538139981	2.496312	119.347062	0.01531	0.031245
2272	2187.408252	-0.555280046	2.547657	120.078402	0.012823	0.036159
2274	2208.63625	-0.570820548	2.585745	117.713834	0.013214	0.038168
2276	2229.097963	-0.588886717	2.629377	118.893911	0.015552	0.045708
2278	2249.012404	-0.610875002	2.664571	120.847948	0.014602	0.033402
2280	2269.430481	-0.628193424	2.690124	122.089737	0.015781	0.031245
2282	2289.351285	-0.646300096	2.728693	124.034775	0.013183	0.039595
2284	2311.617429	-0.66389439	2.753522	125.055269	0.015096	0.038168
2286	2335.640048	-0.688065102	2.791369	126.515613	0.013794	0.023619
2288	2362.927667	-0.709441726	2.823671	123.358549	0.015399	0.04475
2290	2387.905286	-0.727427187	2.838616	123.468319	0.016433	0.045695
2292	2413.582905	-0.740614294	2.872124	122.58814	0.011156	0.049894
2294	2438.367381	-0.766251231	2.890444	123.782409	0.016156	0.057653
2296	2465.039286	-0.789616369	2.909488	125.55287	0.013843	0.027023
2298	2494.5621	-0.80935604	2.925639	123.291536	0.016643	0.030046
2300	2521.101277	-0.826419219	2.941067	125.249702	0.016431	0.032663
2302	2548.145	-0.846487943	2.950227	126.494332	0.014647	0.030046
2304	2575.221905	-0.871267897	2.962762	127.692036	0.015967	0.024701
2306	2609.455718	-0.893744672	2.97602	125.879522	0.014469	0.033402
2308	2640.196402	-0.907682016	2.980359	129.38131	0.016521	0.028805
2310	2671.699813	-0.924475554	2.984457	131.80444	0.014574	0.039165
2312	2704.143224	-0.946491657	2.984457	132.898208	0.017633	0.034176
2314	2740.843908	-0.965617715	2.984457	127.971284	0.016549	0.029817
2316	2773.768485	-0.991490395	2.993376	132.094404	0.013994	0.036046
2318	2808.181111	-1.001755275	2.97819	136.586317	0.015326	0.040421
2320	2842.611919	-1.018958778	2.987832	141.052518	0.015769	0.040421
2322	2883.324545	-1.038453321	2.987109	136.634886	0.015801	0.034757
2324	2918.464444	-1.049813547	2.978672	140.098281	0.014855	0.029817
2326	2955.297458	-1.070266583	2.978672	141.906308	0.015534	0.029817
2328	2997.807475	-1.076413514	2.972404	138.642069	0.019071	0.030046
2330	3035.067492	-1.096343996	2.971681	142.802452	0.01926	0.041753
2332	3072.577508	-1.103524704	2.972404	146.609282	0.015734	0.040421
2334	3110.969343	-1.11516089	2.972404	149.169032	0.019164	0.038168
2336	3155.438451	-1.125261239	2.977225	143.134221	0.018713	0.041843
2338	3203.323727	-1.133868233	2.970476	158.528326	0.023257	0.038168
2340	3260.043727	-1.141587078	2.982288	167.993272	0.018074	0.037345
2342	3310.904636	-1.147297944	2.983011	185.744223	0.019735	0.029817
2344	3361.974636	-1.150993099	2.98735	203.199476	0.016483	0.013848
2346	3419.635545	-1.154495434	2.99651	211.333775	0.016141	0.033052
2348	3466.855676	-1.157613199	3.006394	220.696053	0.018233	0.034757
2350	3502.557928	-1.165719401	3.028089	214.759541	0.018626	0.046618
2352	3545.496544	-1.159002323	3.043758	198.589266	0.01868	0.0182
2354	3582.162432	-1.161495368	3.061355	191.289966	0.018659	0.034757
2356	3619.255594	-1.157991544	3.088113	183.386412	0.019671	0.02655
2358	3663.903301	-1.157892753	3.113665	164.799117	0.019873	0.030046
2360	3709.335134	-1.157121131	3.148137	167.563283	0.01655	0.045695
2362	3766.459403	-1.157595307	3.18068	161.278642	0.016855	0.03573
2364	3815.061324	-1.143292911	3.227204	167.046422	0.01943	0.039595
2366	3870.89317	-1.145394906	3.260952	162.589545	0.019848	0.039595
2368	3919.870848	-1.144041347	3.323869	167.825923	0.017338	0.030046
2370	3971.220672	-1.135250742	3.377384	170.686242	0.021103	0.046389
2372	4031.044847	-1.124635864	3.446327	167.107758	0.020846	0.053125
2374	4083.684174	-1.12481327	3.504422	173.690185	0.020831	0.018672
2376	4144.129562	-1.115731348	3.570714	169.233174	0.020088	0.03573
2378	4198.912828	-1.110054528	3.6722	172.783613	0.021324	0.04797
2380	4260.724882	-1.091520753	3.747651	166.393844	0.022018	0.046389
2382	4316.782981	-1.084163388	3.847691	171.018633	0.020895	0.056321
2384	4382.118942	-1.078771935	3.923384	165.39978	0.022456	0.034757
2386	4439.335206	-1.074099006	4.035476	171.263911	0.024249	0.040421
2388	4503.727228	-1.056568681	4.149257	166.97999	0.024369	0.015582
2390	4560.889705	-1.052228946	4.268099	172.920189	0.023905	0.018672
2392	4627.471879	-1.028219611	4.402851	165.538925	0.029009	0.069882
2394	4687.950493	-1.029297312	4.519042	174.608931	0.026817	0.047788
2396	4757.142739	-1.019819623	4.669463	172.735918	0.020214	0.0182
2398	4818.297486	-1.009236821	4.783966	182.229647	0.028799	0.069143
2400	4887.960565	-0.985940142	4.922093	179.690775	0.027229	0.056139
2402	4949.530842	-0.979959634	5.204856	188.596854	0.029881	0.07981
2404	5020.164316	-0.961697623	5.568374	185.305793	0.0309	0.066804
2406	5083.957479	-0.975863107	5.438202	197.269798	0.019825	0.057854
2408	5158.471474	-0.934333623	5.571266	194.072255	0.028545	0.265122
2410	5224.177137	-0.933482352	5.723616	203.331577	0.029667	0.159318
2412	5299.603632	-0.911570499	5.960818	198.843564	0.030482	0.232019
2414	5377.267628	-0.917527934	6.155594	191.191248	0.029687	0.084885
2416	5449.013034	-0.88534646	6.36387	196.028433	0.028866	0.028927
2418	5533.906838	-0.883048541	6.622286	194.629026	0.028436	0.030444
2420	5609.749126	-0.861176234	6.798741	206.030395	0.034318	0.095132
2422	5697.236111	-0.86889974	7.049443	200.963676	0.032481	0.131362
2424	5772.803399	-0.842561904	7.310751	212.753953	0.036878	0.131371
2426	5860.273718	-0.839919781	7.479493	207.710804	0.037022	0.108557
2428	5947.463475	-0.811563643	7.711874	202.180885	0.036232	0.30062
2430	6026.748297	-0.819232236	8.083106	206.504913	0.035123	0.449667
2432	6115.855847	-0.785799667	8.253776	196.937508	0.033235	0.188033
2434	6190.939534	-0.804988	8.484229	207.202841	0.030461	0.114801
2436	6282.32322	-0.762773667	8.757108	194.416493	0.023966	0.640384
2438	6373.711073	-0.755098333	9.056022	181.624252	0.026588	0.437349
2440	6458.988333	-0.739747667	9.338544	194.037172	0.023966	0.164798
2442	6564.63	-0.751260667	9.687598	194.213949	0.023966	0.198841
2444	6670.58	-0.751260667	9.962406	193.954676	0.023966	0.161419
2446	6763.63	-0.739747667	10.061722	211.938759	0.023966	0.625596
2448	6871.98	-0.739747667	10.641229	208.285373	0.023966	0.757437
2450	6980.68	-0.755098333	10.7984	204.137014	0.049251	0.16941
2452	7083.566433	-0.749341833	11.127205	224.718204	0.067329	0.016701
2454	7208.889298	-0.759895417	11.493615	230.077411	0.061463	0.016701
2456	7334.095496	-0.763733083	11.821456	235.60161	0.052381	0.016701
2458	7442.568361	-0.7646925	12.207151	264.790315	0.059601	0.016701
2460	7570.157893	-0.772367833	12.573562	266.943972	0.055811	0.016701
2462	7697.64486	-0.778124333	12.949614	269.242676	0.073899	0.016701
2464	7805.907769	-0.775246083	13.373879	292.541062	0.052381	0.033402
2466	7926.19031	-0.774286667	13.798144	291.278935	0.069841	0.016701
2468	8046.143685	-0.777164917	14.232051	290.482319	0.066437	0.016701
2470	8165.856354	-0.770449	14.685243	290.026113	0.067132	0.016701
2472	8271.304601	-0.739747667	15.177004	309.742847	0.072632	0.016701
2474	8391.157975	-0.745504167	15.68805	309.087653	0.075933	0.016701
2476	8511.924274	-0.71576225	16.199096	309.428901	0.087529	0.028927
2478	8635.50371	-0.71000575	16.729427	309.223042	0.082621	0.016701
2480	8745.976414	-0.666832	17.298327	327.552899	0.107263	0.028927
2482	8859.112581	-0.64668425	17.905797	342.116052	0.104699	0.028927
2484	8966.158683	-0.60638875	18.513267	365.291857	0.096805	0.028927
2486	9108.271452	-0.542107833	19.178591	338.875907	0.094097	0.028927
2488	9210.643921	-0.494137	19.8632	361.415435	0.106332	0.033402
2490	9326.509677	-0.428896667	20.586378	335.889407	0.108613	0.033402
2492	9432.138575	-0.368453417	21.309557	324.840483	0.114089	0.033402
2494	9531.392473	-0.300334833	22.061662	322.807171	0.123731	0.033402
2496	9610.787717	-0.219743833	22.852337	348.858237	0.123999	0.050103
2498	9701.950269	-0.13435575	23.681582	358.267816	0.121733	0.060217
2500	9791.7	-0.0508865	24.539753	369.675425	0.124692	0.066804
2502	10132.24842	0.04409575	25.446137	735.801294	0.127009	0.060217
2504	10201.50556	0.14195625	26.333236	719.724717	0.136078	0.044187
2506	10262.79825	0.246532667	27.249262	737.390234	0.13873	0.076534
2508	10340.93884	0.342474333	28.2135	756.34371	0.146446	0.072798
2510	10414.83326	0.463360833	29.18738	766.692206	0.133372	0.086781
2512	10472.58045	0.555464833	30.16126	770.163943	0.130864	0.083505
2514	10536.42478	0.67731075	31.192995	785.663311	0.141615	0.101589
2516	10596.35141	0.78092775	32.224729	808.55684	0.139255	0.076534
2518	10640.57437	0.894138917	33.256464	833.022573	0.132425	0.088374
2520	10685.52378	1.012147167	34.33641	848.616155	0.132874	0.076534
2522	10727.05525	1.11480475	35.406714	873.735763	0.132625	0.076534
2524	10764.30933	1.205949333	36.419164	865.936159	0.125434	0.12609
2526	10784.54054	1.311485167	37.643746	861.802931	0.123463	0.066804
2528	10805.15105	1.400710917	38.781547	858.206106	0.147573	0.083505
2530	10819.29952	1.504327917	39.909705	840.031292	0.123033	0.109516
2532	10976.40024	1.591634833	41.06679	1036.096709	0.133372	0.083505
2534	10991.16275	1.686617083	42.223876	1035.108127	0.124692	0.109516
2536	11002.05358	1.758573333	43.361676	1033.040936	0.129079	0.100207
2538	11003.10715	1.815178917	44.518762	1024.586076	0.136612	0.104298
2540	11003.72427	1.884256917	45.64692	1002.287471	0.13782	0.12609
2542	10996.51545	1.937024833	46.775078	975.122103	0.132374	0.132561
2544	10991.86881	1.9754015	47.922521	958.651263	0.144395	0.109516
2546	11002.61771	2.036804167	49.069964	965.04086	0.110008	0.120433
2548	11017.31185	2.0675055	50.18848	981.905237	0.136806	0.076534
2550	11035.66488	2.130827	51.258784	997.960842	0.170688	0.076534
2552	11050.13006	2.119314	52.329088	1014.066277	0.126224	0.076534
2554	11056.0831	2.130827	53.380108	1000.075299	0.114089	0.092988
2556	11072.36993	2.130827	54.382915	1016.25485	0.162492	0.076534
2558	11093.38024	2.1250705	55.385722	1014.420074	0.218535	0.088374
2560	11114.13024	2.1135575	56.398172	1023.530883	0.073087	0.060217
2562	11141.81821	2.0675055	57.40098	1031.24852	0.287756	0.092988
2564	11169.37821	2.0214535	58.413429	1041.504835	0.140911	0.092988
2566	11197.51119	1.9638885	59.474091	1063.341242	0.32185	0.15031
2568	11231.59065	1.923593	60.515468	1075.637611	0.215296	0.15031
2570	11272.55556	1.8948105	61.484527	1095.386973	0.198678	0.020455
2572	11309.02024	1.8372455	62.463228	1081.901995	0.146174	0.192606
2574	11332.55472	1.7451415	63.35997	1072.758369	0.131772	0.169498
2576	11356.42253	1.6530375	64.285638	1048.529803	0.102005	0.142694
2578	11390.95585	1.5724465	65.124525	1026.656603	0.248078	0.167011
2580	11449.62028	1.4803425	66.098405	1017.696758	0.223037	0.153068
2582	11517.73217	1.3767255	67.033716	1007.955505	0.065432	0.142694
2584	11578.23207	1.2846215	67.940099	995.93455	0.13935	0.109516
2586	11648.7684	1.140709	68.91398	998.107249	0.198845	0.101589
2588	11739.89262	1.060118	69.974641	994.040274	0.257129	0.153068
2590	11835.97693	0.956501	70.938879	998.402146	0.351722	0.13044
2592	11944.15895	0.8586405	71.951329	1012.801693	0.124798	0.13044
2594	12061.11082	0.7435105	72.973421	1018.390488	0.141146	0.159318
2596	12183.5307	0.611111	73.908732	1031.40917	0.169206	0.18065
2598	12304.49113	0.5017375	74.950109	1044.485191	0.211131	0.20249
2600	12450.93988	0.3866075	76.107194	1049.043868	0.257876	0.15031
2602	12587.66652	0.2254255	77.206425	1081.94569	0.266744	0.12609
2604	12744.04565	0.1333215	78.305656	1098.100372	0.334333	0.200413
2606	12898.66635	0.023948	79.491669	1101.806609	0.175172	0.100207
2608	13067.05278	-0.125721	80.55233	1079.445941	0.208128	0.109516
2610	13242.82931	-0.27539	81.80584	1062.338067	0.279721	0.132561
2612	13453.5009	-0.3732505	83.232912	1059.08405	0.1351	0.13044
2614	13677.12321	-0.4653545	84.669626	1032.348118	0.330325	0.173563
2616	13902.11437	-0.678345	86.048486	1033.850849	0.205951	0.109516
2618	14117.8544	-0.7646925	87.620194	1050.352741	0.153732	0.153068
2620	14353.78542	-0.931631	89.047266	1055.461355	0.211288	0.13044
2622	14594.80644	-1.012222	90.657543	1051.800134	0.344564	0.18065
2624	14839.65649	-1.1791605	92.547449	1054.517514	0.405202	0.101589
2626	15082.92678	-1.2827775	94.437356	1098.740391	0.090434	0.240867
2628	15353.81587	-1.4784985	96.298335	1124.039383	0.079598	0.175957
2630	15631.93908	-1.5936285	98.535366	1150.275566	0.405692	0.295472
2632	15909.68128	-1.7778365	100.531339	1190.519105	0.285443	0.219033
