% Combined data for Waterradiance	pure water absorption, salinity and temperature coefficient	related uncertainties		
% see relevant ATBD for more details!
% R. Rˆttgers, HZG
%Wavelength 	a (m-1), 20degreeC, 0 PSU	PsiS (m-1 PSU-1)	PsiT (m-1 degreeC-1)	sigma a (m-1)	sigmaPsiS  (m-1 PSU-1)	sigmaPsiT (m-1 degreeC-1)
3418	57650.28743	-53.14810648	-345.127354	1701.705408	0.203523	1
3420	56766.16942	-52.40037225	-341.542725	1710.023792	0.203523	1
3422	55935.28064	-51.68776601	-337.744914	1672.350873	0.203523	1
3424	55095.06573	-50.91932569	-333.816227	1670.632724	0.203523	1
3426	54315.09694	-50.11850284	-329.643292	1607.39081	0.203523	1
3428	53499.40946	-49.42184807	-324.950858	1619.382191	0.203523	1
3430	52719.67987	-48.82725781	-319.674054	1605.57961	0.203523	1
3432	51993.40519	-48.19561046	-314.256628	1540.651598	0.203523	1
3434	51282.21073	-47.50544613	-308.578729	1476.854824	0.203523	1
3436	50533.55993	-46.92174643	-302.66995	1487.130317	0.203523	1
3438	49797.70757	-46.35798217	-296.525959	1502.424046	0.203523	1
3440	49091.17702	-45.68700873	-290.467187	1490.831439	0.203523	1
3442	48391.57987	-44.98310407	-284.440159	1484.458645	0.203523	1
3444	47706.04567	-44.37589999	-278.721574	1477.564211	0.203523	1
3446	47031.35363	-43.82926336	-273.436531	1467.98238	0.203523	1
3448	46394.30273	-43.24051589	-268.466533	1416.055905	0.203523	1
3450	45769.96575	-42.58215066	-263.960405	1356.064516	0.203523	1
3452	45120.86099	-41.9821709	-259.799118	1337.885147	0.203523	1
3454	44508.45144	-41.41403106	-255.868612	1280.266003	0.203523	1
3456	43892.83596	-40.80107665	-252.158964	1241.447514	0.203523	1
3458	43283.07828	-40.22705848	-248.027834	1210.677515	0.203523	1
3460	42689.5745	-39.74135733	-244.092047	1176.25964	0.203523	1
3462	42110.65231	-39.22834545	-240.266105	1136.535989	0.203523	1
3464	41522.73171	-38.60518524	-236.845883	1125.098877	0.203523	1
3466	40962.79334	-37.99888521	-233.50156	1093.366221	0.203523	1
3468	40402.01287	-37.49281875	-230.231235	1076.234725	0.203523	1
3470	39848.48069	-36.99452386	-226.95757	1059.218651	0.203523	1
3472	39302.50104	-36.4621103	-223.748072	1044.869593	0.203523	1
3474	38783.56904	-35.9419712	-220.508601	1007.0177	0.203523	1
3476	38277.0375	-35.46606542	-217.297872	964.437902	0.203523	1
3478	37787.71423	-34.95605389	-214.12023	911.056494	0.203523	1
3480	37288.71205	-34.40709967	-210.623161	887.483188	0.203523	1
3482	36775.76733	-33.92877173	-207.206927	899.582189	0.203523	1
3484	36288.45829	-33.49515185	-204.077733	888.420681	0.203523	1
3486	35827.16505	-33.00673772	-201.34812	852.133915	0.203523	1
3488	35377.31545	-32.53205744	-199.029665	807.96205	0.203523	1
3490	34913.41854	-32.14259218	-197.178784	792.551503	0.203523	1
3492	34457.94726	-31.76074505	-195.632232	775.85726	0.203523	1
3494	34016.9367	-31.3486369	-194.259355	752.598456	0.203523	1
3496	33585.16147	-30.91116964	-193.072066	726.898419	0.203523	1
3498	33145.51825	-30.39572004	-191.885201	719.806119	0.203523	1
3500	32728.40791	-29.89180311	-190.405913	693.070115	0.203523	1
3502	32314.55919	-29.46962807	-188.771789	672.542258	0.203523	1
3504	31923.42251	-29.04499827	-187.160159	636.286509	0.203523	1
3506	31526.52918	-28.6014654	-185.890751	621.234576	0.203523	1
3508	31138.8516	-28.23970007	-184.632272	605.943814	0.203523	1
3510	30756.64384	-27.93756909	-183.364007	596.294434	0.203523	1
3512	30377.35724	-27.59750231	-181.580788	590.341054	0.203523	1
3514	30008.06834	-27.27403555	-179.625999	574.974459	0.203523	1
3516	29647.46897	-27.02680901	-177.481515	556.449156	0.203523	1
3518	29285.38849	-26.77980711	-175.405153	548.557165	0.203523	1
3520	28946.34571	-26.47600548	-173.12651	518.798177	0.203523	1
3522	28602.06786	-26.15204672	-170.246776	509.756779	0.203523	1
3524	28268.28061	-25.80294582	-167.201417	494.066164	0.203523	1
3526	27935.54963	-25.47618167	-164.096593	482.434865	0.203523	1
3528	27612.853	-25.17064487	-161.559904	464.633224	0.203523	1
3530	27298.06525	-24.85308087	-159.59097	441.109332	0.203523	1
3532	26993.4062	-24.55342882	-157.772556	406.100197	0.203523	1
3534	26685.76776	-24.26528265	-156.130448	380.095005	0.203523	1
3536	26384.91271	-23.94128014	-154.65831	350.166369	0.203523	1
3538	26079.32309	-23.62278191	-153.230509	336.060679	0.203523	1
3540	25775.6627	-23.36138914	-151.793279	329.252313	0.203523	1
3542	25479.67088	-23.09648438	-150.412702	320.561036	0.203523	1
3544	25195.74822	-22.80310613	-149.286475	300.400007	0.203523	1
3546	24912.62758	-22.51254115	-147.921232	288.081668	0.203523	1
3548	24641.98628	-22.24888996	-146.601286	267.266965	0.203523	1
3550	24371.17818	-22.0011945	-145.702661	255.046124	0.203523	1
3552	24085.68582	-21.73180628	-145.044513	272.281324	0.203523	1
3554	23821.46025	-21.4483072	-144.357166	266.523047	0.203523	1
3556	23559.12335	-21.20203636	-143.490328	265.176303	0.203523	1
3558	23300.382	-20.95876983	-142.692919	266.883789	0.203523	1
3560	23046.30627	-20.70679222	-141.759038	263.47686	0.203523	1
3562	22796.98704	-20.48037189	-140.793958	258.311346	0.203523	1
3564	22544.27728	-20.25873366	-139.858229	267.460926	0.203523	1
3566	22314.61448	-20.03057213	-139.046572	251.538357	0.203523	1
3568	22079.61201	-19.80531959	-138.273061	247.91774	0.203523	1
3570	21855.66532	-19.59830408	-136.908794	235.373993	0.203523	1
3572	21631.30358	-19.40748608	-135.730589	225.398062	0.203523	1
3574	21420.1623	-19.21103284	-134.48812	203.876279	0.203523	1
3576	21208.79124	-19.00973326	-132.972234	189.327236	0.203523	1
3578	21005.63127	-18.81656832	-131.583421	170.598378	0.203523	1
3580	20802.83107	-18.61332685	-129.761642	156.847593	0.203523	1
3582	20600.4794	-18.40565096	-127.915706	147.756188	0.203523	1
3584	20408.39478	-18.21790005	-126.226054	125.988172	0.203523	1
3586	20221.88343	-18.03449023	-124.723833	102.963946	0.203523	1
3588	20032.14782	-17.85691303	-123.472243	90.066003	0.203523	1
3590	19843.15724	-17.66517706	-122.544408	79.853478	0.203523	1
3592	19662.47539	-17.44589616	-121.792911	61.48348	0.203523	1
3594	19477.35485	-17.24823211	-120.902159	54.67709	0.203523	1
3596	19309.75922	-17.06134851	-120.038541	31.098537	0.203523	1
3598	19129.72681	-16.89057602	-119.502111	27.027638	0.203523	1
3600	18959.97928	-16.73737203	-119.141632	12.481053	0.203523	1
3602	18788.94732	-16.60704129	-118.932772	2.31878	0.203523	1
3604	18625.81508	-16.45674084	-118.955147	13.424583	0.203523	1
3606	18463.71399	-16.28634521	-119.128636	25.316393	0.203523	1
3608	18299.8337	-16.10269955	-119.143769	30.26003	0.203523	1
3610	18142.75055	-15.91494416	-119.090371	39.624399	0.203523	1
3612	17994.89954	-15.7408679	-119.263765	59.321477	0.203523	1
3614	17857.24346	-15.59705659	-119.375768	85.922722	0.203523	1
3616	17721.26276	-15.48515693	-119.221402	112.874267	0.203523	1
3618	17581.01391	-15.35306668	-118.97954	129.178839	0.203523	1
3620	17442.65366	-15.21708437	-118.775712	142.563874	0.203523	1
3622	17311.8322	-15.09558347	-118.530516	164.830008	0.203523	1
3624	17171.3212	-14.97377548	-117.644173	172.950092	0.203523	1
3626	17036.02749	-14.82681108	-117.193811	183.482527	0.203523	1
3628	16907.2581	-14.6805549	-116.868186	197.951253	0.203523	1
3630	16778.54217	-14.55981521	-116.454317	210.277439	0.203523	1
3632	16647.27245	-14.44529372	-116.344399	213.378518	0.203523	1
3634	16517.8176	-14.32440351	-115.905844	216.415059	0.203523	1
3636	16397.33174	-14.20736284	-115.308726	227.825327	0.203523	1
3638	16267.31202	-14.08890757	-114.674677	223.004476	0.203523	1
3640	16142.99353	-13.9547685	-114.081604	221.496747	0.203523	1
3642	16020.97824	-13.82741833	-113.541304	219.233873	0.203523	1
3644	15904.19364	-13.70998538	-112.960256	217.95018	0.203523	1
3646	15796.38893	-13.60376057	-112.768604	226.532261	0.203523	1
3648	15677.40608	-13.50058729	-112.706624	219.499111	0.203523	1
3650	15560.69133	-13.38524385	-112.40721	211.962473	0.203523	1
3652	15455.55454	-13.2588029	-111.93989	215.264081	0.203523	1
3654	15352.28695	-13.1480336	-111.553522	216.979014	0.203523	1
3656	15250.2974	-13.04893702	-111.006094	218.782511	0.203523	1
3658	15154.61074	-12.97020041	-110.409385	226.420603	0.203523	1
3660	15053.25259	-12.8990886	-109.957638	224.611523	0.203523	1
3662	14951.06953	-12.82424037	-109.412287	219.431125	0.203523	1
3664	14854.33158	-12.72888275	-108.654818	216.993607	0.203523	1
3666	14762.83542	-12.63502668	-108.066283	222.046704	0.203523	1
3668	14671.43077	-12.55689265	-108.039259	224.65482	0.203523	1
3670	14572.56754	-12.47820536	-108.210231	214.864952	0.203523	1
3672	14478.88948	-12.37912872	-108.009395	211.744408	0.203523	1
3674	14383.58308	-12.27193608	-107.838974	203.257295	0.203523	1
3676	14297.7192	-12.16387976	-107.845782	203.841827	0.203523	1
3678	14210.85156	-12.06420252	-107.753345	198.199827	0.203523	1
3680	14123.80522	-11.97394766	-107.594624	190.324005	0.203523	1
3682	14046.0303	-11.88095472	-107.475742	195.009833	0.203523	1
3684	13967.96295	-11.80211105	-107.058212	199.052451	0.203523	1
3686	13889.53096	-11.74426158	-106.765214	201.481644	0.203523	1
3688	13815.24735	-11.70578871	-107.084633	204.711161	0.203523	1
3690	13739.64747	-11.66941126	-107.282279	204.145302	0.203523	1
3692	13660.94159	-11.61967842	-107.53057	199.890777	0.203523	1
3694	13585.842	-11.55103394	-107.688081	198.866062	0.203523	1
3696	13513.03388	-11.48119436	-107.81565	199.96229	0.203523	1
3698	13441.23372	-11.41934039	-108.065894	199.182372	0.203523	1
3700	13373.23638	-11.35443605	-107.9765	201.696218	0.203523	1
3702	13309.84247	-11.27292584	-107.948568	206.806749	0.203523	1
3704	13248.76295	-11.18732818	-108.194071	214.790629	0.203523	1
3706	13186.32383	-11.10828788	-108.473197	218.636357	0.203523	1
3708	13129.89744	-11.04118221	-108.672395	229.853738	0.203523	1
3710	13067.52902	-10.99925709	-108.809254	228.35445	0.203523	1
3712	13013.00432	-10.97024337	-108.780325	234.75334	0.203523	1
3714	12960.41787	-10.93333358	-108.7188	241.239569	0.203523	1
3716	12910.28479	-10.88392044	-108.824453	247.488677	0.203523	1
3718	12870.39252	-10.83573501	-109.18559	266.125162	0.203523	1
3720	12828.34047	-10.78912145	-109.665511	279.315211	0.203523	1
3722	12783.57396	-10.74210081	-109.802814	289.102073	0.203523	1
3724	12736.60332	-10.70174507	-109.742315	294.919437	0.203523	1
3726	12691.0421	-10.66111319	-109.780251	300.359829	0.203523	1
3728	12646.3367	-10.61196923	-109.768958	304.589908	0.203523	1
3730	12603.51761	-10.5616547	-109.806288	310.394979	0.203523	1
3732	12565.80076	-10.51540533	-109.870006	322.015351	0.203523	1
3734	12526.91436	-10.46426314	-110.06421	328.925773	0.203523	1
3736	12488.36412	-10.41281256	-110.242233	333.340471	0.203523	1
3738	12450.70587	-10.37477759	-110.431397	336.089651	0.203523	1
3740	12411.98001	-10.33812174	-110.586643	334.893846	0.203523	1
3742	12371.17057	-10.30061246	-110.480149	328.563438	0.203523	1
3744	12340.63982	-10.25952247	-110.405019	336.688145	0.203523	1
3746	12310.86038	-10.21172469	-110.385731	342.437136	0.203523	1
3748	12283.25024	-10.1693553	-110.442655	349.057871	0.203523	1
3750	12261.6165	-10.13499808	-110.66795	361.974937	0.203523	1
3752	12238.10652	-10.12093858	-110.984752	369.969245	0.203523	1
3754	12210.82948	-10.1006255	-111.357317	371.371201	0.203523	1
3756	12182.0072	-10.06699501	-111.750443	369.705649	0.203523	1
3758	12160.33839	-10.03195496	-112.009148	375.702256	0.203523	1
3760	12134.00351	-10.00197763	-112.144742	374.761625	0.203523	1
3762	12112.91069	-10.00037018	-112.399536	377.923354	0.203523	1
3764	12087.70875	-9.999703999	-112.690622	375.555609	0.203523	1
3766	12066.26547	-9.981895402	-113.043958	377.724674	0.203523	1
3768	12043.97176	-9.943745938	-113.371201	374.099432	0.203523	1
3770	12019.66344	-9.911073257	-113.624693	368.171498	0.203523	1
3772	11997.81534	-9.893735902	-113.984587	364.279714	0.203523	1
3774	11974.56949	-9.893942161	-114.291159	359.415013	0.203523	1
3776	11949.43887	-9.888210461	-114.554247	351.518524	0.203523	1
3778	11923.28174	-9.871222432	-114.858498	338.608753	0.203523	1
3780	11902.6118	-9.854078787	-115.13374	329.353645	0.203523	1
3782	11877.67731	-9.84441731	-115.363095	312.997555	0.203523	1
3784	11859.79325	-9.834073039	-115.576136	305.560494	0.203523	1
3786	11841.89454	-9.807467273	-115.703004	291.477142	0.203523	1
3788	11825.08977	-9.770539426	-115.810534	277.361949	0.203523	1
3790	11806.82283	-9.755438955	-115.963541	263.105723	0.203523	1
3792	11794.99062	-9.750189723	-116.208216	258.208255	0.203523	1
3794	11777.3856	-9.74225124	-116.427382	244.396468	0.203523	1
3796	11762.81325	-9.721811927	-116.597449	233.609339	0.203523	1
3798	11750.49454	-9.71366468	-116.867166	226.329031	0.203523	1
3800	11740.84741	-9.724915806	-117.142284	223.459509	0.203523	1
3802	11726.87046	-9.739874901	-117.263343	214.295136	0.203523	1
3804	11718.72147	-9.747206828	-117.425113	209.980351	0.203523	1
3806	11709.05614	-9.736275312	-117.682524	203.769393	0.203523	1
3808	11701.74906	-9.717642964	-117.973318	196.553451	0.203523	1
3810	11694.38112	-9.704488976	-118.134789	188.494233	0.203523	1
3812	11691.88929	-9.701639824	-118.365995	186.226662	0.203523	1
3814	11691.27851	-9.703235295	-118.70478	184.464039	0.203523	1
3816	11690.10168	-9.700848404	-119.087245	177.575704	0.203523	1
3818	11693.23035	-9.695440423	-119.390097	179.562199	0.203523	1
3820	11695.89398	-9.702035776	-119.690014	178.340843	0.203523	1
3822	11701.63441	-9.708717738	-120.078142	179.92012	0.203523	1
3824	11705.17385	-9.71036664	-120.434631	180.584908	0.203523	1
3826	11711.81759	-9.710214642	-120.824936	184.307757	0.203523	1
3828	11721.8105	-9.716838985	-121.145709	189.772614	0.203523	1
3830	11730.13774	-9.725608025	-121.41534	194.966678	0.203523	1
3832	11742.99102	-9.717316546	-121.61944	202.528084	0.203523	1
3834	11752.53355	-9.714851139	-121.880912	202.043672	0.203523	1
3836	11760.27654	-9.725621852	-122.307107	201.370052	0.203523	1
3838	11769.62556	-9.751623908	-122.909203	200.216487	0.203523	1
3840	11778.78205	-9.764832775	-123.482458	196.479854	0.203523	1
3842	11794.26224	-9.763613656	-123.948973	200.447462	0.203523	1
3844	11809.71731	-9.758453264	-124.371263	206.874969	0.203523	1
3846	11829.69689	-9.75220599	-124.862091	219.160364	0.203523	1
3848	11845.21723	-9.763268801	-125.324293	226.155517	0.203523	1
3850	11860.84027	-9.793792768	-125.604078	230.177022	0.203523	1
3852	11878.44988	-9.832263953	-125.888231	232.991853	0.203523	1
3854	11898.45652	-9.849649454	-126.224485	241.090621	0.203523	1
3856	11915.91276	-9.859721883	-126.517086	244.17623	0.203523	1
3858	11932.93116	-9.87381552	-126.762262	241.927875	0.203523	1
3860	11954.05279	-9.890365203	-127.129612	244.584285	0.203523	1
3862	11978.44379	-9.908209235	-127.534287	250.630998	0.203523	1
3864	12004.5394	-9.927700831	-127.903831	256.624042	0.203523	1
3866	12022.65706	-9.956388647	-128.212267	253.629225	0.203523	1
3868	12040.27188	-9.994746979	-128.620744	247.574275	0.203523	1
3870	12055.8523	-10.02377271	-129.160253	234.96833	0.203523	1
3872	12074.25422	-10.03615077	-129.608261	229.685888	0.203523	1
3874	12089.76228	-10.0508596	-129.922413	220.010695	0.203523	1
3876	12107.74784	-10.07015133	-130.353469	212.488637	0.203523	1
3878	12135.21212	-10.09610443	-130.881244	217.488906	0.203523	1
3880	12160.56935	-10.11162242	-131.324299	218.397916	0.203523	1
3882	12191.5217	-10.12502413	-131.660959	224.12216	0.203523	1
3884	12215.26709	-10.14781785	-131.976156	218.82538	0.203523	1
3886	12241.02335	-10.17389624	-132.374961	216.341658	0.203523	1
3888	12264.02053	-10.20475128	-132.888424	207.860366	0.203523	1
3890	12289.99396	-10.24103562	-133.493768	201.622357	0.203523	1
3892	12317.40678	-10.28124577	-134.227122	197.697474	0.203523	1
3894	12342.87729	-10.31268798	-134.908875	191.092371	0.203523	1
3896	12369.40439	-10.32810821	-135.542553	185.727178	0.203523	1
3898	12396.72037	-10.33532469	-136.135843	181.980476	0.203523	1
3900	12421.73494	-10.34638681	-136.657934	175.030226	0.203523	1
3902	12445.54866	-10.386544	-137.16819	165.535588	0.203523	1
3904	12467.05571	-10.42867354	-137.628528	147.942235	0.203523	1
3906	12488.55625	-10.45493462	-138.060707	130.640923	0.203523	1
3908	12513.32659	-10.46930901	-138.47821	114.749394	0.203523	1
3910	12538.54146	-10.49089975	-138.894426	99.831991	0.203523	1
3912	12565.98507	-10.53318152	-139.361155	88.409457	0.203523	1
3914	12599.53883	-10.57698513	-139.876208	82.582304	0.203523	1
3916	12628.78346	-10.61802504	-140.351252	70.84014	0.203523	1
3918	12661.08686	-10.65184321	-140.874407	62.573959	0.203523	1
3920	12693.12181	-10.67738832	-141.43656	52.153635	0.203523	1
3922	12723.86378	-10.69939172	-141.9652	40.639156	0.203523	1
3924	12758.77101	-10.72509263	-142.478613	33.416434	0.203523	1
3926	12797.44257	-10.75887845	-143.076394	29.426143	0.203523	1
3928	12839.77561	-10.80023595	-143.678585	30.546155	0.203523	1
3930	12873.34702	-10.84813996	-144.146908	18.931106	0.203523	1
3932	12910.93102	-10.89655576	-144.53493	11.76481	0.203523	1
3934	12950.14837	-10.93964969	-144.993387	6.949636	0.203523	1
3936	12991.81264	-10.97815439	-145.447718	3.0934	0.203523	1
3938	13027.18619	-11.01692453	-145.885354	9.278927	0.203523	1
3940	13061.94118	-11.06045234	-146.338825	21.695709	0.203523	1
3942	13099.89964	-11.1081853	-146.888914	28.99087	0.203523	1
3944	13141.97305	-11.15198726	-147.518587	30.367481	0.203523	1
3946	13187.33599	-11.1869514	-148.140407	28.476586	0.203523	1
3948	13226.50221	-11.22034637	-148.687452	34.368515	0.203523	1
3950	13271.69977	-11.25393109	-149.14442	31.92554	0.203523	1
3952	13316.71479	-11.28932357	-149.587805	28.411254	0.203523	1
3954	13361.37592	-11.33356635	-150.054345	26.553163	0.203523	1
3956	13407.67563	-11.37763119	-150.587453	24.731952	0.203523	1
3958	13453.60363	-11.41198955	-151.115049	24.046769	0.203523	1
3960	13502.49343	-11.44130073	-151.565595	20.143256	0.203523	1
3962	13554.10309	-11.4817551	-151.937384	15.702143	0.203523	1
3964	13610.52154	-11.53947359	-152.433992	2.063391	0.203523	1
3966	13660.70637	-11.59280494	-153.088353	1.741082	0.203523	1
3968	13712.34099	-11.63498996	-153.666378	5.704954	0.203523	1
3970	13767.58041	-11.66997428	-154.213995	15.089074	0.203523	1
3972	13819.26821	-11.70557904	-154.741648	19.41969	0.203523	1
3974	13869.94767	-11.7434163	-155.340485	21.994312	0.203523	1
3976	13919.04708	-11.78296954	-155.927208	23.126518	0.203523	1
3978	13975.93341	-11.82714558	-156.544082	32.002367	0.203523	1
3980	14032.81323	-11.86369418	-157.140747	39.862114	0.203523	1
3982	14089.57574	-11.88905146	-157.707868	47.357426	0.203523	1
3984	14143.73881	-11.90538721	-158.2544	52.960447	0.203523	1
3986	14190.79202	-11.92039846	-158.887496	48.377394	0.203523	1
3988	14243.66661	-11.94424022	-159.446911	52.090281	0.203523	1
3990	14290.12682	-11.98544465	-159.908323	47.903917	0.203523	1
3992	14339.63146	-12.0404118	-160.438465	47.190237	0.203523	1
3994	14388.4989	-12.09362812	-161.025344	45.609944	0.203523	1
3996	14437.2217	-12.13230258	-161.636323	42.819984	0.203523	1
3998	14486.25455	-12.15826781	-162.240377	39.591547	0.203523	1
4000	14564	-12.19749782	-162.838943	40	0.203523	1
